period,p10,p50,p90
2025Q1,0.42611982237982504,0.42611982237982504,0.42611982237982504
2025Q2,0.4148273267507439,0.41915935383814207,0.4231342243650497
2025Q3,0.4068524127233034,0.41230019575934673,0.41783927704434504
2025Q4,0.398900060269066,0.40584122269317346,0.41283306862510943
2026Q1,0.39103208274559736,0.39935898260258385,0.4074663384099784
2026Q2,0.38384445084714497,0.3926635017047573,0.4012770866777767
2026Q3,0.3773716865311368,0.3863073523147956,0.39598152233905926
2026Q4,0.3699536332570187,0.3805297710885841,0.390175967189703
2027Q1,0.3636528306716539,0.3743065206939362,0.38431560067601217
2027Q2,0.3567911347120317,0.36851614737561195,0.37943720565348643
2027Q3,0.3514274926804337,0.36286557774348105,0.3738688892523973
2027Q4,0.34521354617100625,0.3567322827213183,0.36860007512527826
2028Q1,0.3398489738200905,0.35153351112459097,0.36331955851082837
2028Q2,0.33354118077932593,0.34562731795632373,0.35819494759724374
2028Q3,0.32761825877444123,0.3407690791553373,0.3523454536095525
2028Q4,0.32204865841370334,0.33515007260321905,0.3472797327032411
2029Q1,0.3164755940260063,0.32940376398773263,0.3421962642871634
2029Q2,0.31122850360682724,0.32412209194654606,0.33687530797877985
2029Q3,0.30607689864666493,0.31891685127473496,0.3319406091427893
2029Q4,0.3002898063155402,0.31404544048299754,0.326830931499866
2030Q1,0.29561197784808746,0.3087767741373799,0.32152943965079467
2030Q2,0.2903394653421586,0.3036731328844,0.3166889893117798
2030Q3,0.28558287545887867,0.29885186872171754,0.31168266209616385
2030Q4,0.28065735347207715,0.29409958429548333,0.3067133103307078
2031Q1,0.2754066533098761,0.2893312681334571,0.3023707996076683
2031Q2,0.271303375695635,0.2846333033306976,0.2973746287704209
2031Q3,0.26653120027468974,0.2801988612031353,0.2934587084859673
2031Q4,0.26160004518979374,0.27549907819484487,0.28869055215512135
2032Q1,0.25738022213255907,0.2709566216921985,0.28445260424108343
2032Q2,0.2530205744835353,0.26663498399809116,0.2802941560069781
2032Q3,0.24829840811328355,0.26254886432827385,0.2760171602425157
2032Q4,0.24436092442043286,0.25802863244739827,0.2717959671806465
2033Q1,0.24044597410157562,0.2539359454789687,0.2677441964138029
2033Q2,0.23643836578914196,0.2501233163817525,0.2632596184230848
2033Q3,0.2330692921217233,0.24597803399284207,0.2590385361755269
2033Q4,0.22881768574168043,0.24194021672810842,0.2559181426544788
2034Q1,0.22485978602949283,0.23827381862259764,0.25177473316868526
2034Q2,0.2208335248885766,0.23400927077952532,0.2481959748807798
2034Q3,0.21672508358665646,0.23053509090360058,0.2443657339070242
2034Q4,0.21295599273935661,0.2264505634578648,0.24070843264033737
2035Q1,0.20922803395844872,0.22280310624053962,0.23725481907143636
2035Q2,0.2056384535800445,0.21945238345819618,0.23344185605898263
2035Q3,0.20268583269622034,0.21617603218234016,0.22957789847348115
2035Q4,0.19944880049881233,0.2128214714629111,0.22589805484783795
2036Q1,0.19606594445914316,0.2095546304117457,0.22295359128166337
2036Q2,0.19237037015581449,0.2059013614346068,0.2195302943633475
2036Q3,0.18910515934916658,0.20265425116683192,0.21614923252768647
2036Q4,0.1853715019724354,0.19923930225774056,0.2125209564952294
2037Q1,0.18243034290195395,0.1960433924404927,0.20935446753422055
2037Q2,0.17897403495413644,0.19269320857736605,0.2063905765900617
2037Q3,0.17640436604715984,0.1895619720136104,0.20319439264289696
2037Q4,0.17364480523148218,0.1865509683059168,0.1999715748106058
2038Q1,0.17046282713769004,0.1834162900944446,0.19671346172641935
2038Q2,0.16789366807160425,0.1805530687435034,0.193540238714129
2038Q3,0.16478691595817804,0.17753700338534534,0.19013240860240577
2038Q4,0.16214521090391304,0.17509541699545067,0.18731039852713724
2039Q1,0.15917960537154224,0.17219405408972116,0.18456395030910974
2039Q2,0.15629564748067457,0.16982572094771364,0.18188283846029712
2039Q3,0.15357100853030162,0.1669868947671242,0.1788328252014949
2039Q4,0.15092651529263354,0.16418992186110004,0.17620276730673431
2040Q1,0.14859146327217554,0.16164281275026035,0.17364952676219392
2040Q2,0.1458360489928204,0.15900808886947476,0.17100068728039436
2040Q3,0.14305519935706065,0.1563474494590386,0.1682559917353985
2040Q4,0.1407849595124405,0.15394254860692155,0.16557362493005467
2041Q1,0.13840851568359447,0.15134558239948878,0.16303421663613807
2041Q2,0.13633827388090194,0.14890101770639808,0.1604996330244357
2041Q3,0.13413946435511068,0.14632362879276262,0.1578093537595797
2041Q4,0.1320456284825579,0.1439667279229699,0.1558015262764765
2042Q1,0.12984974355585646,0.1419706638370024,0.15328433186024604
2042Q2,0.12795364313964488,0.13945142810128588,0.1509598524790604
2042Q3,0.12554795245590333,0.13730556896943846,0.1483059065085529
2042Q4,0.12354939666141258,0.13512491186870354,0.14599935879751189
2043Q1,0.12189297940995966,0.13299956938638538,0.1437980047341465
2043Q2,0.11965508836354594,0.1307922582584024,0.14178549752072728
2043Q3,0.11795966261777328,0.12891655253194842,0.13969912775689702
2043Q4,0.11580137580589207,0.12660378344273612,0.13760806657362387
2044Q1,0.11407865194214414,0.12453932787888203,0.135579892943325
2044Q2,0.11194862245057396,0.12245913405363719,0.13341890765777112
2044Q3,0.11008442370243493,0.12058762135612829,0.13124699778283477
2044Q4,0.10841518254491944,0.11861160661692557,0.12914677742997263
