period,p10,p50,p90
2025Q1,0.42611982237982504,0.42611982237982504,0.42611982237982504
2025Q2,0.42164786325700515,0.42597989034440326,0.4299547608713109
2025Q3,0.4202907954584235,0.42582766461404487,0.4314567284202867
2025Q4,0.4188038482014059,0.4259728074022939,0.4331936816499662
2026Q1,0.4172460693266316,0.4259876156256247,0.4344960302744941
2026Q2,0.41625522100577794,0.4256643207241151,0.43485084735378604
2026Q3,0.4158991315538575,0.4255869130689558,0.436072511457639
2026Q4,0.4143810237972446,0.4260347256629939,0.43665914606226514
2027Q1,0.41395643386072406,0.4258857616731935,0.4370901246809161
2027Q2,0.41277112844072855,0.4261158885763239,0.4385376144904402
2027Q3,0.4131749972742329,0.42640155033645877,0.43912156847261763
2027Q4,0.4124818832746237,0.4260204432564284,0.4399617402203957
2028Q1,0.41267474542823934,0.42663008987337503,0.44070114910556607
2028Q2,0.4116197810246834,0.42629162490410333,0.44154165875859486
2028Q3,0.4109010568178233,0.4271242094688219,0.44139933409562265
2028Q4,0.4104902921272419,0.42691611152122355,0.44211574019076005
2029Q1,0.40995749318396785,0.426429755221127,0.4427220127704053
2029Q2,0.4097242113304663,0.42641935763403993,0.4429234463995282
2029Q3,0.40950034138611957,0.4263961927389573,0.443524470956531
2029Q4,0.40831144950384435,0.4267072108872309,0.44379693485623234
2030Q1,0.4084883959268081,0.42637951059516277,0.4437020677840154
2030Q2,0.407738769675159,0.42615611779347884,0.44412447969702334
2030Q3,0.4075835944706455,0.4262119422971813,0.44421226498046934
2030Q4,0.4070777791586318,0.42625750879457414,0.44423929589403105
2031Q1,0.40597920887463795,0.42616837099643345,0.44506101438936696
2031Q2,0.40642973245771996,0.42607066196095356,0.4448340059661559
2031Q3,0.405786580245755,0.42625168203295216,0.44609293067180905
2031Q4,0.4047718365340427,0.4259247171008317,0.44598702380880406
2032Q1,0.40472320011073737,0.4257211025780357,0.4465775397412584
2032Q2,0.40434500963107417,0.42574573924185954,0.4471980062496757
2032Q3,0.40327226578980063,0.42603477775687765,0.4475330603152883
2032Q4,0.40333221765922783,0.4255202962858221,0.4478531463085106
2033Q1,0.40332553613318733,0.4255811272830498,0.44834444474776025
2033Q2,0.4030575465692251,0.4260058605193817,0.4480113535138315
2033Q3,0.4037663207380716,0.42576434488536874,0.4479973492260875
2033Q4,0.4028646586766989,0.42559101309038,0.4497713607710979
2034Q1,0.40234576686151785,0.42595242538555544,0.4496896136564855
2034Q2,0.40158042069507904,0.42514663953151105,0.4504960735168737
2034Q3,0.40053836308440005,0.4256391977363154,0.4507599179500264
2034Q4,0.39998269852422325,0.4249093307537265,0.45122317307240717
2035Q1,0.3993863879906471,0.4248694226097244,0.45196969401760806
2035Q2,0.3989252443157085,0.4252796473703299,0.451942453651581
2035Q3,0.3995808890465933,0.42573823314053194,0.45169535554764223
2035Q4,0.39959646288197676,0.4259448451894923,0.451685515338065
2036Q1,0.39921505058732654,0.42622546762613367,0.45302931612778446
2036Q2,0.3980806009008206,0.42561782692546024,0.45333113727038243
2036Q3,0.39769676852430363,0.4257168698022087,0.45360055550152445
2036Q4,0.39620856873175914,0.4253589532964442,0.45324561387556733
2037Q1,0.3962667655200472,0.4253456327060647,0.45374572609305613
2037Q2,0.3951009605322844,0.4248830839981709,0.4545856728241486
2037Q3,0.39575079398117663,0.42477773869057134,0.45482526255047506
2037Q4,0.3958925922002199,0.42483191398067965,0.4548887858201737
2038Q1,0.3949773278436495,0.4244916124717841,0.4547598426056414
2038Q2,0.3953467839887052,0.424661452621759,0.4547041630659954
2038Q3,0.39435956296465036,0.42436353942676375,0.4539794361833405
2038Q4,0.39434880536513706,0.42532471151978724,0.4545030296735082
2039Q1,0.39345085178040257,0.425085836675847,0.45511377960674704
2039Q2,0.39261880009654665,0.4260390270969783,0.4557853518472384
2039Q3,0.3920590970940469,0.42573766534370644,0.45544057034745417
2039Q4,0.3915854873251276,0.4254177862364529,0.4560333890896449
2040Q1,0.3917910278384562,0.42563204448890435,0.45672062508787514
2040Q2,0.3907971474918085,0.42550687475794446,0.45706606725696136
2040Q3,0.3896008057650706,0.4251956990122523,0.45704763336786
2040Q4,0.3896545154380615,0.42546214066727345,0.4570773674250416
2041Q1,0.38931501658642315,0.4250964003125737,0.4573808675680888
2041Q2,0.3897242309967941,0.4250337012697447,0.45759531872179066
2041Q3,0.38967452222605203,0.42448188105628504,0.45724904657991217
2041Q4,0.3898319112231405,0.4244365651095885,0.45874619318867715
2042Q1,0.38958943383233197,0.4253443468083002,0.4586798477184991
2042Q2,0.39013779500999785,0.42460737968664186,0.4590660414328158
2042Q3,0.3890470698317586,0.4248696046019711,0.458346437341795
2042Q4,0.3890816537594767,0.42492364759306456,0.4585480016201514
2043Q1,0.390090549507057,0.4250384882867765,0.45897711102783617
2043Q2,0.3891718471294826,0.4247892783125039,0.4599017723090796
2043Q3,0.3898876768821755,0.42549597894543123,0.4604906207192357
2043Q4,0.38899709790510817,0.42467678531891895,0.4609690647147482
2044Q1,0.3894307774509862,0.42454583921495104,0.4615550651626659
2044Q2,0.3883942108531055,0.42424767525126383,0.46159364862873836
2044Q3,0.3881488154948137,0.4245604683498063,0.4614602365830891
2044Q4,0.3884706626979273,0.4243961029872486,0.46146616951790737
