period,p10,p50,p90
2025Q1,0.304,0.304,0.304
2025Q2,0.300264356008885,0.30375050469705933,0.30768140570878044
2025Q3,0.29839047539930574,0.30357756150294546,0.3087736460757298
2025Q4,0.2969270994653606,0.3031751502005516,0.3098986226273371
2026Q1,0.29538345896974144,0.3031009758498957,0.31083912508174694
2026Q2,0.29420673882570775,0.3027487167844158,0.3115508470994737
2026Q3,0.2933679267626747,0.3024022311847606,0.31214659587097393
2026Q4,0.29253935946154597,0.3016572530202125,0.3123305387023951
2027Q1,0.2915300551463857,0.3015896834739265,0.31307557802200325
2027Q2,0.2899849692295857,0.30123565658104967,0.31342863363387774
2027Q3,0.2896952517691161,0.3004680850236737,0.3133562758239539
2027Q4,0.2888652362837413,0.30028814563903405,0.3138675330715789
2028Q1,0.28759880055663456,0.29964072166440936,0.31357967981271123
2028Q2,0.2867074104752421,0.29939372607604964,0.31366884179395493
2028Q3,0.28590844536477383,0.29917884920913745,0.31432153805241386
2028Q4,0.28527608826578527,0.2988653317204497,0.3142062791574927
2029Q1,0.28470597416044235,0.29876144560895623,0.31433466021756584
2029Q2,0.2842079673211133,0.29889267188981283,0.3143427955080094
2029Q3,0.2833033665128686,0.2984108883991239,0.3142605308430792
2029Q4,0.2830300259290588,0.2975219991317565,0.3144223488349859
2030Q1,0.2825078438032184,0.29762785330249497,0.31455919341551203
2030Q2,0.2822041428259045,0.29776680667929445,0.31484174908974905
2030Q3,0.28174713594255746,0.29742329767600484,0.3151048433226204
2030Q4,0.2809102688847594,0.29717385324413603,0.31490127316439104
2031Q1,0.2801733855827525,0.2967619843439607,0.31518726561214266
2031Q2,0.2793930400109889,0.2965904314125908,0.31556163683798194
2031Q3,0.2789749012392748,0.29676354089526735,0.31566812827915147
2031Q4,0.277673837728397,0.29691941598609906,0.31589744686180266
2032Q1,0.27726690778377633,0.29572823815246396,0.3155965995509301
2032Q2,0.27700766238659985,0.295461656436642,0.3158955812581775
2032Q3,0.2765443558348728,0.29523318619722216,0.31527352226277455
2032Q4,0.27643460048192625,0.29436499504969543,0.3156903969660263
2033Q1,0.27503444082150613,0.29449692972784014,0.31513336723016505
2033Q2,0.2751349822046173,0.29401583383107777,0.31485305369030553
2033Q3,0.2744321310192088,0.2936153496885981,0.31530451334896836
2033Q4,0.2739446830573884,0.29343672620144223,0.315416958805182
2034Q1,0.27322987740166726,0.2934351596319566,0.31451848343485767
2034Q2,0.27271502916054136,0.2931376116436913,0.31516854185807947
2034Q3,0.2724862272333802,0.29327079633242964,0.3148264071624436
2034Q4,0.2710153431473695,0.2926981243802579,0.31450690229341566
2035Q1,0.27035698270873126,0.29164741871225053,0.3148595084952938
2035Q2,0.270047106974786,0.2919172369890206,0.31482924966263837
2035Q3,0.26915236201424114,0.2916366779171162,0.3151333832644168
2035Q4,0.2690128343637158,0.29123947865395733,0.3150108496459285
2036Q1,0.2686062030909943,0.29074559575668957,0.3152317682139989
2036Q2,0.2681065419872006,0.2901017325668267,0.3153341460018668
